Locations: Source Locations
Name,     H-Coord,     X,    Y
LatLon02384, Lat-Long, 42.2578125, 0.796875
LatLon02385, Lat-Long, 42.2578125, 0.984375
LatLon02386, Lat-Long, 42.2578125, 1.171875
LatLon02387, Lat-Long, 42.2578125, 1.359375
LatLon02388, Lat-Long, 42.2578125, 1.546875
LatLon02389, Lat-Long, 42.2578125, 1.734375
LatLon02390, Lat-Long, 42.2578125, 1.921875
LatLon02391, Lat-Long, 42.2578125, 2.109375
LatLon02392, Lat-Long, 42.2578125, 2.296875
LatLon02393, Lat-Long, 42.2578125, 2.484375
LatLon02394, Lat-Long, 42.2578125, 2.671875
LatLon02395, Lat-Long, 42.2578125, 2.859375
LatLon02396, Lat-Long, 42.2578125, 3.046875
LatLon02397, Lat-Long, 42.2578125, 3.234375
LatLon02398, Lat-Long, 42.2578125, 3.421875
LatLon02399, Lat-Long, 42.2578125, 3.609375
LatLon02400, Lat-Long, 42.2578125, 3.796875
LatLon02401, Lat-Long, 42.2578125, 3.984375
LatLon02402, Lat-Long, 42.2578125, 4.171875
LatLon02403, Lat-Long, 42.2578125, 4.359375
LatLon02404, Lat-Long, 42.2578125, 4.546875
LatLon02405, Lat-Long, 42.2578125, 4.734375
LatLon02406, Lat-Long, 42.2578125, 4.921875
LatLon02407, Lat-Long, 42.2578125, 5.109375
LatLon02408, Lat-Long, 42.2578125, 5.296875
LatLon02409, Lat-Long, 42.2578125, 5.484375
LatLon02410, Lat-Long, 42.2578125, 5.671875
LatLon02411, Lat-Long, 42.2578125, 5.859375
LatLon02412, Lat-Long, 42.2578125, 6.046875
LatLon02413, Lat-Long, 42.2578125, 6.234375
LatLon02414, Lat-Long, 42.2578125, 6.421875
LatLon02415, Lat-Long, 42.2578125, 6.609375
LatLon02416, Lat-Long, 42.2578125, 6.796875
LatLon02417, Lat-Long, 42.2578125, 6.984375
LatLon02418, Lat-Long, 42.2578125, 7.171875
LatLon02419, Lat-Long, 42.2578125, 7.359375
LatLon02420, Lat-Long, 42.2578125, 7.546875
LatLon02421, Lat-Long, 42.2578125, 7.734375
LatLon02422, Lat-Long, 42.2578125, 7.921875
LatLon02423, Lat-Long, 42.2578125, 8.109375
LatLon02424, Lat-Long, 42.2578125, 8.296875
LatLon02425, Lat-Long, 42.2578125, 8.484375
LatLon02426, Lat-Long, 42.2578125, 8.671875
LatLon02427, Lat-Long, 42.2578125, 8.859375
LatLon02428, Lat-Long, 42.2578125, 9.046875
LatLon02429, Lat-Long, 42.2578125, 9.234375
LatLon02430, Lat-Long, 42.2578125, 9.421875
LatLon02431, Lat-Long, 42.2578125, 9.609375
LatLon02432, Lat-Long, 42.2578125, 9.796875
LatLon02433, Lat-Long, 42.2578125, 9.984375
LatLon02434, Lat-Long, 42.2578125, 10.171875
LatLon02435, Lat-Long, 42.2578125, 10.359375
LatLon02436, Lat-Long, 42.2578125, 10.546875
LatLon02437, Lat-Long, 42.2578125, 10.734375
LatLon02438, Lat-Long, 42.2578125, 10.921875
LatLon02439, Lat-Long, 42.2578125, 12.421875
LatLon02440, Lat-Long, 42.2578125, 12.609375
LatLon02441, Lat-Long, 42.5390625, -0.328125
LatLon02442, Lat-Long, 42.5390625, -0.140625
LatLon02443, Lat-Long, 42.5390625, 0.046875
LatLon02444, Lat-Long, 42.5390625, 0.234375
LatLon02445, Lat-Long, 42.5390625, 0.421875
LatLon02446, Lat-Long, 42.5390625, 0.609375
LatLon02447, Lat-Long, 42.5390625, 0.796875
LatLon02448, Lat-Long, 42.5390625, 0.984375
LatLon02449, Lat-Long, 42.5390625, 1.171875
LatLon02450, Lat-Long, 42.5390625, 1.359375
LatLon02451, Lat-Long, 42.5390625, 1.546875
LatLon02452, Lat-Long, 42.5390625, 1.734375
LatLon02453, Lat-Long, 42.5390625, 1.921875
LatLon02454, Lat-Long, 42.5390625, 2.109375
LatLon02455, Lat-Long, 42.5390625, 2.296875
LatLon02456, Lat-Long, 42.5390625, 2.484375
LatLon02457, Lat-Long, 42.5390625, 2.671875
LatLon02458, Lat-Long, 42.5390625, 2.859375
LatLon02459, Lat-Long, 42.5390625, 3.046875
LatLon02460, Lat-Long, 42.5390625, 3.234375
LatLon02461, Lat-Long, 42.5390625, 3.421875
LatLon02462, Lat-Long, 42.5390625, 3.609375
LatLon02463, Lat-Long, 42.5390625, 3.796875
LatLon02464, Lat-Long, 42.5390625, 3.984375
LatLon02465, Lat-Long, 42.5390625, 4.171875
LatLon02466, Lat-Long, 42.5390625, 4.359375
LatLon02467, Lat-Long, 42.5390625, 4.546875
LatLon02468, Lat-Long, 42.5390625, 4.734375
LatLon02469, Lat-Long, 42.5390625, 4.921875
LatLon02470, Lat-Long, 42.5390625, 5.109375
LatLon02471, Lat-Long, 42.5390625, 5.296875
LatLon02472, Lat-Long, 42.5390625, 5.484375
LatLon02473, Lat-Long, 42.5390625, 5.671875
LatLon02474, Lat-Long, 42.5390625, 5.859375
LatLon02475, Lat-Long, 42.5390625, 6.046875
LatLon02476, Lat-Long, 42.5390625, 6.234375
LatLon02477, Lat-Long, 42.5390625, 6.421875
LatLon02478, Lat-Long, 42.5390625, 6.609375
LatLon02479, Lat-Long, 42.5390625, 6.796875
LatLon02480, Lat-Long, 42.5390625, 6.984375
LatLon02481, Lat-Long, 42.5390625, 7.171875
LatLon02482, Lat-Long, 42.5390625, 7.359375
LatLon02483, Lat-Long, 42.5390625, 7.546875
LatLon02484, Lat-Long, 42.5390625, 7.734375
LatLon02485, Lat-Long, 42.5390625, 7.921875
LatLon02486, Lat-Long, 42.5390625, 8.109375
LatLon02487, Lat-Long, 42.5390625, 8.296875
LatLon02488, Lat-Long, 42.5390625, 8.484375
LatLon02489, Lat-Long, 42.5390625, 8.671875
LatLon02490, Lat-Long, 42.5390625, 8.859375
LatLon02491, Lat-Long, 42.5390625, 9.046875
LatLon02492, Lat-Long, 42.5390625, 9.234375
LatLon02493, Lat-Long, 42.5390625, 9.421875
LatLon02494, Lat-Long, 42.5390625, 9.609375
LatLon02495, Lat-Long, 42.5390625, 9.796875
LatLon02496, Lat-Long, 42.5390625, 9.984375
LatLon02497, Lat-Long, 42.5390625, 10.171875
LatLon02498, Lat-Long, 42.5390625, 10.359375
LatLon02499, Lat-Long, 42.5390625, 10.546875
LatLon02500, Lat-Long, 42.5390625, 10.734375
LatLon02501, Lat-Long, 42.5390625, 10.921875
LatLon02502, Lat-Long, 42.8203125, 0.046875
LatLon02503, Lat-Long, 42.8203125, 0.234375
LatLon02504, Lat-Long, 42.8203125, 0.421875
LatLon02505, Lat-Long, 42.8203125, 0.609375
LatLon02506, Lat-Long, 42.8203125, 0.796875
LatLon02507, Lat-Long, 42.8203125, 0.984375
LatLon02508, Lat-Long, 42.8203125, 1.171875
LatLon02509, Lat-Long, 42.8203125, 1.359375
LatLon02510, Lat-Long, 42.8203125, 1.546875
LatLon02511, Lat-Long, 42.8203125, 1.734375
LatLon02512, Lat-Long, 42.8203125, 1.921875
LatLon02513, Lat-Long, 42.8203125, 2.109375
LatLon02514, Lat-Long, 42.8203125, 2.296875
LatLon02515, Lat-Long, 42.8203125, 2.484375
LatLon02516, Lat-Long, 42.8203125, 2.671875
LatLon02517, Lat-Long, 42.8203125, 2.859375
LatLon02518, Lat-Long, 42.8203125, 3.046875
LatLon02519, Lat-Long, 42.8203125, 3.234375
LatLon02520, Lat-Long, 42.8203125, 3.421875
LatLon02521, Lat-Long, 42.8203125, 3.609375
LatLon02522, Lat-Long, 42.8203125, 3.796875
LatLon02523, Lat-Long, 42.8203125, 3.984375
LatLon02524, Lat-Long, 42.8203125, 4.171875
LatLon02525, Lat-Long, 42.8203125, 4.359375
LatLon02526, Lat-Long, 42.8203125, 4.546875
LatLon02527, Lat-Long, 42.8203125, 4.734375
LatLon02528, Lat-Long, 42.8203125, 4.921875
LatLon02529, Lat-Long, 42.8203125, 5.109375
LatLon02530, Lat-Long, 42.8203125, 5.296875
LatLon02531, Lat-Long, 42.8203125, 5.484375
LatLon02532, Lat-Long, 42.8203125, 5.671875
LatLon02533, Lat-Long, 42.8203125, 5.859375
LatLon02534, Lat-Long, 42.8203125, 6.046875
LatLon02535, Lat-Long, 42.8203125, 6.234375
LatLon02536, Lat-Long, 42.8203125, 6.421875
LatLon02537, Lat-Long, 42.8203125, 6.609375
LatLon02538, Lat-Long, 42.8203125, 6.796875
LatLon02539, Lat-Long, 42.8203125, 6.984375
LatLon02540, Lat-Long, 42.8203125, 7.171875
LatLon02541, Lat-Long, 42.8203125, 7.359375
LatLon02542, Lat-Long, 42.8203125, 7.546875
LatLon02543, Lat-Long, 42.8203125, 7.734375
LatLon02544, Lat-Long, 42.8203125, 7.921875
LatLon02545, Lat-Long, 42.8203125, 8.109375
LatLon02546, Lat-Long, 42.8203125, 8.296875
LatLon02547, Lat-Long, 42.8203125, 8.484375
LatLon02548, Lat-Long, 42.8203125, 8.671875
LatLon02549, Lat-Long, 42.8203125, 8.859375
LatLon02550, Lat-Long, 42.8203125, 9.046875
LatLon02551, Lat-Long, 42.8203125, 9.234375
LatLon02552, Lat-Long, 42.8203125, 9.421875
LatLon02553, Lat-Long, 42.8203125, 9.609375
LatLon02554, Lat-Long, 42.8203125, 9.796875
LatLon02555, Lat-Long, 42.8203125, 9.984375
LatLon02556, Lat-Long, 42.8203125, 10.171875
LatLon02557, Lat-Long, 42.8203125, 10.359375
LatLon02558, Lat-Long, 42.8203125, 10.546875
LatLon02559, Lat-Long, 42.8203125, 10.734375
LatLon02560, Lat-Long, 42.8203125, 10.921875
LatLon02561, Lat-Long, 43.1015625, 0.421875
LatLon02562, Lat-Long, 43.1015625, 0.609375
LatLon02563, Lat-Long, 43.1015625, 0.796875
LatLon02564, Lat-Long, 43.1015625, 0.984375
LatLon02565, Lat-Long, 43.1015625, 1.171875
LatLon02566, Lat-Long, 43.1015625, 1.359375
LatLon02567, Lat-Long, 43.1015625, 1.546875
LatLon02568, Lat-Long, 43.1015625, 1.734375
LatLon02569, Lat-Long, 43.1015625, 1.921875
LatLon02570, Lat-Long, 43.1015625, 2.109375
LatLon02571, Lat-Long, 43.1015625, 2.296875
LatLon02572, Lat-Long, 43.1015625, 2.484375
LatLon02573, Lat-Long, 43.1015625, 2.671875
LatLon02574, Lat-Long, 43.1015625, 2.859375
LatLon02575, Lat-Long, 43.1015625, 3.046875
LatLon02576, Lat-Long, 43.1015625, 3.234375
LatLon02577, Lat-Long, 43.1015625, 3.421875
LatLon02578, Lat-Long, 43.1015625, 3.609375
LatLon02579, Lat-Long, 43.1015625, 3.796875
LatLon02580, Lat-Long, 43.1015625, 3.984375
LatLon02581, Lat-Long, 43.1015625, 4.171875
LatLon02582, Lat-Long, 43.1015625, 4.359375
LatLon02583, Lat-Long, 43.1015625, 4.546875
LatLon02584, Lat-Long, 43.1015625, 4.734375
LatLon02585, Lat-Long, 43.1015625, 4.921875
LatLon02586, Lat-Long, 43.1015625, 5.109375
LatLon02587, Lat-Long, 43.1015625, 5.296875
LatLon02588, Lat-Long, 43.1015625, 5.484375
LatLon02589, Lat-Long, 43.1015625, 5.671875
LatLon02590, Lat-Long, 43.1015625, 5.859375
LatLon02591, Lat-Long, 43.1015625, 6.046875
LatLon02592, Lat-Long, 43.1015625, 6.234375
LatLon02593, Lat-Long, 43.1015625, 6.421875
LatLon02594, Lat-Long, 43.1015625, 6.609375
LatLon02595, Lat-Long, 43.1015625, 6.796875
LatLon02596, Lat-Long, 43.1015625, 6.984375
LatLon02597, Lat-Long, 43.1015625, 7.171875
LatLon02598, Lat-Long, 43.1015625, 7.359375
LatLon02599, Lat-Long, 43.1015625, 7.546875
LatLon02600, Lat-Long, 43.1015625, 7.734375
LatLon02601, Lat-Long, 43.1015625, 7.921875
LatLon02602, Lat-Long, 43.1015625, 8.109375
LatLon02603, Lat-Long, 43.1015625, 8.296875
LatLon02604, Lat-Long, 43.1015625, 8.484375
LatLon02605, Lat-Long, 43.1015625, 8.671875
LatLon02606, Lat-Long, 43.1015625, 8.859375
LatLon02607, Lat-Long, 43.1015625, 9.046875
LatLon02608, Lat-Long, 43.1015625, 9.234375
LatLon02609, Lat-Long, 43.1015625, 9.421875
LatLon02610, Lat-Long, 43.1015625, 9.609375
LatLon02611, Lat-Long, 43.1015625, 9.796875
LatLon02612, Lat-Long, 43.1015625, 9.984375
LatLon02613, Lat-Long, 43.1015625, 10.171875
LatLon02614, Lat-Long, 43.1015625, 10.359375
LatLon02615, Lat-Long, 43.1015625, 10.546875
LatLon02616, Lat-Long, 43.1015625, 10.734375
LatLon02617, Lat-Long, 43.1015625, 10.921875
LatLon02618, Lat-Long, 43.1015625, 11.109375
LatLon02619, Lat-Long, 43.3828125, 0.609375
LatLon02620, Lat-Long, 43.3828125, 0.796875
LatLon02621, Lat-Long, 43.3828125, 0.984375
LatLon02622, Lat-Long, 43.3828125, 1.171875
LatLon02623, Lat-Long, 43.3828125, 1.359375
LatLon02624, Lat-Long, 43.3828125, 1.546875
LatLon02625, Lat-Long, 43.3828125, 1.734375
LatLon02626, Lat-Long, 43.3828125, 1.921875
LatLon02627, Lat-Long, 43.3828125, 2.109375
LatLon02628, Lat-Long, 43.3828125, 2.296875
LatLon02629, Lat-Long, 43.3828125, 2.484375
LatLon02630, Lat-Long, 43.3828125, 2.671875
LatLon02631, Lat-Long, 43.3828125, 2.859375
LatLon02632, Lat-Long, 43.3828125, 3.046875
LatLon02633, Lat-Long, 43.3828125, 3.234375
LatLon02634, Lat-Long, 43.3828125, 3.421875
LatLon02635, Lat-Long, 43.3828125, 3.609375
LatLon02636, Lat-Long, 43.3828125, 3.796875
LatLon02637, Lat-Long, 43.3828125, 3.984375
LatLon02638, Lat-Long, 43.3828125, 4.171875
LatLon02639, Lat-Long, 43.3828125, 4.359375
LatLon02640, Lat-Long, 43.3828125, 4.546875
LatLon02641, Lat-Long, 43.3828125, 4.734375
LatLon02642, Lat-Long, 43.3828125, 4.921875
LatLon02643, Lat-Long, 43.3828125, 5.109375
LatLon02644, Lat-Long, 43.3828125, 5.296875
LatLon02645, Lat-Long, 43.3828125, 5.484375
LatLon02646, Lat-Long, 43.3828125, 5.671875
LatLon02647, Lat-Long, 43.3828125, 5.859375
LatLon02648, Lat-Long, 43.3828125, 6.046875
LatLon02649, Lat-Long, 43.3828125, 6.234375
LatLon02650, Lat-Long, 43.3828125, 6.421875
LatLon02651, Lat-Long, 43.3828125, 6.609375
LatLon02652, Lat-Long, 43.3828125, 6.796875
LatLon02653, Lat-Long, 43.3828125, 6.984375
LatLon02654, Lat-Long, 43.3828125, 7.171875
LatLon02655, Lat-Long, 43.3828125, 7.359375
LatLon02656, Lat-Long, 43.3828125, 7.546875
LatLon02657, Lat-Long, 43.3828125, 7.734375
LatLon02658, Lat-Long, 43.3828125, 7.921875
LatLon02659, Lat-Long, 43.3828125, 8.109375
LatLon02660, Lat-Long, 43.3828125, 8.296875
LatLon02661, Lat-Long, 43.3828125, 8.484375
LatLon02662, Lat-Long, 43.3828125, 8.671875
LatLon02663, Lat-Long, 43.3828125, 8.859375
LatLon02664, Lat-Long, 43.3828125, 9.046875
LatLon02665, Lat-Long, 43.3828125, 9.234375
LatLon02666, Lat-Long, 43.3828125, 9.421875
LatLon02667, Lat-Long, 43.3828125, 9.609375
LatLon02668, Lat-Long, 43.3828125, 9.796875
LatLon02669, Lat-Long, 43.3828125, 9.984375
LatLon02670, Lat-Long, 43.3828125, 10.171875
LatLon02671, Lat-Long, 43.3828125, 10.359375
LatLon02672, Lat-Long, 43.3828125, 10.546875
LatLon02673, Lat-Long, 43.3828125, 10.734375
LatLon02674, Lat-Long, 43.3828125, 10.921875
LatLon02675, Lat-Long, 43.3828125, 11.109375
LatLon02676, Lat-Long, 43.3828125, 11.296875
LatLon02677, Lat-Long, 43.6640625, 0.984375
LatLon02678, Lat-Long, 43.6640625, 1.171875
LatLon02679, Lat-Long, 43.6640625, 1.359375
LatLon02680, Lat-Long, 43.6640625, 1.546875
LatLon02681, Lat-Long, 43.6640625, 1.734375
LatLon02682, Lat-Long, 43.6640625, 1.921875
LatLon02683, Lat-Long, 43.6640625, 2.109375
LatLon02684, Lat-Long, 43.6640625, 2.296875
LatLon02685, Lat-Long, 43.6640625, 2.484375
LatLon02686, Lat-Long, 43.6640625, 2.671875
LatLon02687, Lat-Long, 43.6640625, 2.859375
LatLon02688, Lat-Long, 43.6640625, 3.046875
LatLon02689, Lat-Long, 43.6640625, 3.234375
LatLon02690, Lat-Long, 43.6640625, 3.421875
LatLon02691, Lat-Long, 43.6640625, 3.609375
LatLon02692, Lat-Long, 43.6640625, 3.796875
LatLon02693, Lat-Long, 43.6640625, 3.984375
LatLon02694, Lat-Long, 43.6640625, 4.171875
LatLon02695, Lat-Long, 43.6640625, 4.359375
LatLon02696, Lat-Long, 43.6640625, 4.546875
LatLon02697, Lat-Long, 43.6640625, 4.734375
LatLon02698, Lat-Long, 43.6640625, 4.921875
LatLon02699, Lat-Long, 43.6640625, 5.109375
LatLon02700, Lat-Long, 43.6640625, 5.296875
LatLon02701, Lat-Long, 43.6640625, 5.484375
LatLon02702, Lat-Long, 43.6640625, 5.671875
LatLon02703, Lat-Long, 43.6640625, 5.859375
LatLon02704, Lat-Long, 43.6640625, 6.046875
LatLon02705, Lat-Long, 43.6640625, 6.234375
LatLon02706, Lat-Long, 43.6640625, 6.421875
LatLon02707, Lat-Long, 43.6640625, 6.609375
LatLon02708, Lat-Long, 43.6640625, 6.796875
LatLon02709, Lat-Long, 43.6640625, 6.984375
LatLon02710, Lat-Long, 43.6640625, 7.171875
LatLon02711, Lat-Long, 43.6640625, 7.359375
LatLon02712, Lat-Long, 43.6640625, 7.546875
LatLon02713, Lat-Long, 43.6640625, 7.734375
LatLon02714, Lat-Long, 43.6640625, 7.921875
LatLon02715, Lat-Long, 43.6640625, 8.109375
LatLon02716, Lat-Long, 43.6640625, 8.296875
LatLon02717, Lat-Long, 43.6640625, 8.484375
LatLon02718, Lat-Long, 43.6640625, 8.671875
LatLon02719, Lat-Long, 43.6640625, 8.859375
LatLon02720, Lat-Long, 43.6640625, 9.046875
LatLon02721, Lat-Long, 43.6640625, 9.234375
LatLon02722, Lat-Long, 43.6640625, 9.421875
LatLon02723, Lat-Long, 43.6640625, 9.609375
LatLon02724, Lat-Long, 43.6640625, 9.796875
LatLon02725, Lat-Long, 43.6640625, 9.984375
LatLon02726, Lat-Long, 43.6640625, 10.171875
LatLon02727, Lat-Long, 43.6640625, 10.359375
LatLon02728, Lat-Long, 43.6640625, 10.546875
LatLon02729, Lat-Long, 43.6640625, 10.734375
LatLon02730, Lat-Long, 43.6640625, 10.921875
LatLon02731, Lat-Long, 43.9453125, 1.171875
LatLon02732, Lat-Long, 43.9453125, 1.359375
LatLon02733, Lat-Long, 43.9453125, 1.546875
LatLon02734, Lat-Long, 43.9453125, 1.734375
LatLon02735, Lat-Long, 43.9453125, 1.921875
LatLon02736, Lat-Long, 43.9453125, 2.109375
LatLon02737, Lat-Long, 43.9453125, 2.296875
LatLon02738, Lat-Long, 43.9453125, 2.484375
LatLon02739, Lat-Long, 43.9453125, 2.671875
LatLon02740, Lat-Long, 43.9453125, 2.859375
LatLon02741, Lat-Long, 43.9453125, 3.046875
LatLon02742, Lat-Long, 43.9453125, 3.234375
LatLon02743, Lat-Long, 43.9453125, 3.421875
LatLon02744, Lat-Long, 43.9453125, 3.609375
LatLon02745, Lat-Long, 43.9453125, 3.796875
LatLon02746, Lat-Long, 43.9453125, 3.984375
LatLon02747, Lat-Long, 43.9453125, 4.171875
LatLon02748, Lat-Long, 43.9453125, 4.359375
LatLon02749, Lat-Long, 43.9453125, 4.546875
LatLon02750, Lat-Long, 43.9453125, 4.734375
LatLon02751, Lat-Long, 43.9453125, 4.921875
LatLon02752, Lat-Long, 43.9453125, 5.109375
LatLon02753, Lat-Long, 43.9453125, 5.296875
LatLon02754, Lat-Long, 43.9453125, 5.484375
LatLon02755, Lat-Long, 43.9453125, 5.671875
LatLon02756, Lat-Long, 43.9453125, 5.859375
LatLon02757, Lat-Long, 43.9453125, 6.046875
LatLon02758, Lat-Long, 43.9453125, 6.234375
LatLon02759, Lat-Long, 43.9453125, 6.421875
LatLon02760, Lat-Long, 43.9453125, 6.609375
LatLon02761, Lat-Long, 43.9453125, 6.796875
LatLon02762, Lat-Long, 43.9453125, 6.984375
LatLon02763, Lat-Long, 43.9453125, 7.171875
LatLon02764, Lat-Long, 43.9453125, 7.359375
LatLon02765, Lat-Long, 43.9453125, 7.546875
LatLon02766, Lat-Long, 43.9453125, 7.734375
LatLon02767, Lat-Long, 43.9453125, 7.921875
LatLon02768, Lat-Long, 43.9453125, 8.109375
LatLon02769, Lat-Long, 43.9453125, 8.296875
LatLon02770, Lat-Long, 43.9453125, 8.484375
LatLon02771, Lat-Long, 43.9453125, 8.671875
LatLon02772, Lat-Long, 43.9453125, 8.859375
LatLon02773, Lat-Long, 43.9453125, 9.046875
LatLon02774, Lat-Long, 43.9453125, 9.234375
LatLon02775, Lat-Long, 43.9453125, 9.421875
LatLon02776, Lat-Long, 43.9453125, 9.609375
LatLon02777, Lat-Long, 43.9453125, 9.796875
LatLon02778, Lat-Long, 43.9453125, 9.984375
LatLon02779, Lat-Long, 43.9453125, 10.171875
LatLon02780, Lat-Long, 43.9453125, 10.359375
LatLon02781, Lat-Long, 43.9453125, 10.546875
LatLon02782, Lat-Long, 44.2265625, 1.359375
LatLon02783, Lat-Long, 44.2265625, 1.546875
LatLon02784, Lat-Long, 44.2265625, 1.734375
LatLon02785, Lat-Long, 44.2265625, 1.921875
LatLon02786, Lat-Long, 44.2265625, 2.109375
LatLon02787, Lat-Long, 44.2265625, 2.296875
LatLon02788, Lat-Long, 44.2265625, 2.484375
LatLon02789, Lat-Long, 44.2265625, 2.671875
LatLon02790, Lat-Long, 44.2265625, 2.859375
LatLon02791, Lat-Long, 44.2265625, 3.046875
LatLon02792, Lat-Long, 44.2265625, 3.234375
LatLon02793, Lat-Long, 44.2265625, 3.421875
LatLon02794, Lat-Long, 44.2265625, 3.609375
LatLon02795, Lat-Long, 44.2265625, 3.796875
LatLon02796, Lat-Long, 44.2265625, 3.984375
LatLon02797, Lat-Long, 44.2265625, 4.171875
LatLon02798, Lat-Long, 44.2265625, 4.359375
LatLon02799, Lat-Long, 44.2265625, 4.546875
LatLon02800, Lat-Long, 44.2265625, 4.734375
LatLon02801, Lat-Long, 44.2265625, 4.921875
LatLon02802, Lat-Long, 44.2265625, 5.109375
LatLon02803, Lat-Long, 44.2265625, 5.296875
LatLon02804, Lat-Long, 44.2265625, 5.484375
LatLon02805, Lat-Long, 44.2265625, 5.671875
LatLon02806, Lat-Long, 44.2265625, 5.859375
LatLon02807, Lat-Long, 44.2265625, 6.046875
LatLon02808, Lat-Long, 44.2265625, 6.234375
LatLon02809, Lat-Long, 44.2265625, 6.421875
LatLon02810, Lat-Long, 44.2265625, 6.609375
LatLon02811, Lat-Long, 44.2265625, 6.796875
LatLon02812, Lat-Long, 44.2265625, 6.984375
LatLon02813, Lat-Long, 44.2265625, 7.171875
LatLon02814, Lat-Long, 44.2265625, 7.359375
LatLon02815, Lat-Long, 44.2265625, 7.546875
LatLon02816, Lat-Long, 44.2265625, 7.734375
LatLon02817, Lat-Long, 44.2265625, 7.921875
LatLon02818, Lat-Long, 44.2265625, 8.109375
LatLon02819, Lat-Long, 44.2265625, 8.296875
LatLon02820, Lat-Long, 44.2265625, 8.484375
LatLon02821, Lat-Long, 44.2265625, 8.671875
LatLon02822, Lat-Long, 44.2265625, 8.859375
LatLon02823, Lat-Long, 44.2265625, 9.046875
LatLon02824, Lat-Long, 44.2265625, 9.234375
LatLon02825, Lat-Long, 44.2265625, 9.421875
LatLon02826, Lat-Long, 44.2265625, 9.609375
LatLon02827, Lat-Long, 44.2265625, 9.796875
LatLon02828, Lat-Long, 44.2265625, 9.984375
LatLon02829, Lat-Long, 44.2265625, 10.171875
LatLon02830, Lat-Long, 44.2265625, 10.359375
LatLon02831, Lat-Long, 44.5078125, 1.546875
LatLon02832, Lat-Long, 44.5078125, 1.734375
LatLon02833, Lat-Long, 44.5078125, 1.921875
LatLon02834, Lat-Long, 44.5078125, 2.109375
LatLon02835, Lat-Long, 44.5078125, 2.296875
LatLon02836, Lat-Long, 44.5078125, 2.484375
LatLon02837, Lat-Long, 44.5078125, 2.671875
LatLon02838, Lat-Long, 44.5078125, 2.859375
LatLon02839, Lat-Long, 44.5078125, 3.046875
LatLon02840, Lat-Long, 44.5078125, 3.234375
LatLon02841, Lat-Long, 44.5078125, 3.421875
LatLon02842, Lat-Long, 44.5078125, 3.609375
LatLon02843, Lat-Long, 44.5078125, 3.796875
LatLon02844, Lat-Long, 44.5078125, 3.984375
LatLon02845, Lat-Long, 44.5078125, 4.171875
LatLon02846, Lat-Long, 44.5078125, 4.359375
LatLon02847, Lat-Long, 44.5078125, 4.546875
LatLon02848, Lat-Long, 44.5078125, 4.734375
LatLon02849, Lat-Long, 44.5078125, 4.921875
LatLon02850, Lat-Long, 44.5078125, 5.109375
LatLon02851, Lat-Long, 44.5078125, 5.296875
LatLon02852, Lat-Long, 44.5078125, 5.484375
LatLon02853, Lat-Long, 44.5078125, 5.671875
LatLon02854, Lat-Long, 44.5078125, 5.859375
LatLon02855, Lat-Long, 44.5078125, 6.046875
LatLon02856, Lat-Long, 44.5078125, 6.234375
LatLon02857, Lat-Long, 44.5078125, 6.421875
LatLon02858, Lat-Long, 44.5078125, 6.609375
LatLon02859, Lat-Long, 44.5078125, 6.796875
LatLon02860, Lat-Long, 44.5078125, 6.984375
LatLon02861, Lat-Long, 44.5078125, 7.171875
LatLon02862, Lat-Long, 44.5078125, 7.359375
LatLon02863, Lat-Long, 44.5078125, 7.546875
LatLon02864, Lat-Long, 44.5078125, 7.734375
LatLon02865, Lat-Long, 44.5078125, 7.921875
LatLon02866, Lat-Long, 44.5078125, 8.109375
LatLon02867, Lat-Long, 44.5078125, 8.296875
LatLon02868, Lat-Long, 44.5078125, 8.484375
LatLon02869, Lat-Long, 44.5078125, 8.671875
LatLon02870, Lat-Long, 44.5078125, 8.859375
LatLon02871, Lat-Long, 44.5078125, 9.046875
LatLon02872, Lat-Long, 44.5078125, 9.234375
LatLon02873, Lat-Long, 44.5078125, 9.421875
LatLon02874, Lat-Long, 44.5078125, 9.609375
LatLon02875, Lat-Long, 44.5078125, 9.796875
LatLon02876, Lat-Long, 44.5078125, 9.984375
LatLon02877, Lat-Long, 44.5078125, 10.171875
LatLon02878, Lat-Long, 44.5078125, 10.359375
LatLon02879, Lat-Long, 44.7890625, 1.921875
LatLon02880, Lat-Long, 44.7890625, 2.109375
LatLon02881, Lat-Long, 44.7890625, 2.296875
LatLon02882, Lat-Long, 44.7890625, 2.484375
LatLon02883, Lat-Long, 44.7890625, 2.671875
LatLon02884, Lat-Long, 44.7890625, 2.859375
LatLon02885, Lat-Long, 44.7890625, 3.046875
LatLon02886, Lat-Long, 44.7890625, 3.234375
LatLon02887, Lat-Long, 44.7890625, 3.421875
LatLon02888, Lat-Long, 44.7890625, 3.609375
LatLon02889, Lat-Long, 44.7890625, 3.796875
LatLon02890, Lat-Long, 44.7890625, 3.984375
LatLon02891, Lat-Long, 44.7890625, 4.171875
LatLon02892, Lat-Long, 44.7890625, 4.359375
LatLon02893, Lat-Long, 44.7890625, 4.546875
LatLon02894, Lat-Long, 44.7890625, 4.734375
LatLon02895, Lat-Long, 44.7890625, 4.921875
LatLon02896, Lat-Long, 44.7890625, 5.109375
LatLon02897, Lat-Long, 44.7890625, 5.296875
LatLon02898, Lat-Long, 44.7890625, 5.484375
LatLon02899, Lat-Long, 44.7890625, 5.671875
LatLon02900, Lat-Long, 44.7890625, 5.859375
